market_id,reference_id,status
1019847,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019847,312d8d42-65ef-4134-9fee-2e5944336a13,N
1008961,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1008961,575ade98-76e3-46f5-8579-9284e9584010,N
1008961,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1008961,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1008961,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019203,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019203,575ade98-76e3-46f5-8579-9284e9584010,Y
1019203,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1019203,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019203,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1012233,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1012233,575ade98-76e3-46f5-8579-9284e9584010,Y
1012233,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1012233,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1012233,312d8d42-65ef-4134-9fee-2e5944336a13,N
1005258,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1005258,575ade98-76e3-46f5-8579-9284e9584010,N
1005258,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1005258,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1005258,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1008054,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1008054,575ade98-76e3-46f5-8579-9284e9584010,N
1008054,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1008054,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1008054,312d8d42-65ef-4134-9fee-2e5944336a13,N
1008612,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1008612,575ade98-76e3-46f5-8579-9284e9584010,Y
1008612,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1008612,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1008612,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1018304,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1018304,575ade98-76e3-46f5-8579-9284e9584010,N
1018304,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1018304,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1018304,312d8d42-65ef-4134-9fee-2e5944336a13,N
1004070,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1004070,575ade98-76e3-46f5-8579-9284e9584010,N
1004070,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1004070,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1004070,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021689,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021689,575ade98-76e3-46f5-8579-9284e9584010,Y
1021689,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021689,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1021689,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019371,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019371,575ade98-76e3-46f5-8579-9284e9584010,Y
1019371,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1019371,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019371,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021578,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021578,575ade98-76e3-46f5-8579-9284e9584010,N
1021578,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021578,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021578,312d8d42-65ef-4134-9fee-2e5944336a13,N
1000519,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1000519,575ade98-76e3-46f5-8579-9284e9584010,Y
1000519,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1000519,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1000519,312d8d42-65ef-4134-9fee-2e5944336a13,N
1019113,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
