Id,Name
87b4577e-e26a-47a6-8a32-b6bd1a56c06b,Twitter
a2af1d35-6709-4551-a3a6-a161bfd74966,Youtube
268a80c2-c4ce-4768-b89a-d5083ad5a450,Facebook
3232b375-3959-4e3a-9dd0-2c2d98cb1776,Website
f07ddbf1-8408-450e-bacb-174c1716fc81,OtherMedia
